,lineID,characterID,movieID,character,text
L370808,L370808,u2004,m130,CLARA,"We just live one flight up.
"
L370807,L370807,u2010,m130,MARTY,"You got an elevator in this house?
"
L370795,L370795,u2004,m130,CLARA,"How do you do?
"
L370794,L370794,u2010,m130,MARTY,"What happened, Angie, was that we thought we were just gonna go for a short walk, and then we thought we were gonna come right back, but we got to talking. Listen, Angie, I want you to meet Clara...  Clara, this is my best friend, Angie. I told you about him.
"
L370754,L370754,u2004,m130,CLARA,"Nothing.
"
L370753,L370753,u2010,m130,MARTY,"Waddaya doing New Year's Eve?
"
L370751,L370751,u2004,m130,CLARA,"All right.
"
L370750,L370750,u2010,m130,MARTY,"We better get started to your house, because the buses only run about one an hour now.
"
L370749,L370749,u2004,m130,CLARA,"I'll wait for your call.
"
L370748,L370748,u2010,m130,MARTY,"The reason I can't be definite about it now is my Aunt Catherine is probably coming over tomorrow, and I may have to help out.
"
L370747,L370747,u2004,m130,CLARA,"I'd like that very much.
"
L370746,L370746,u2010,m130,MARTY,"I'll call you up tomorrow morning. Maybe, we'll go see a movie.
"
L370745,L370745,u2004,m130,CLARA,"Nothing.
"
L370744,L370744,u2010,m130,MARTY,"Waddaya doing tomorrow night?
"
L370738,L370738,u2004,m130,CLARA,"Marty...
"
L370737,L370737,u2010,m130,MARTY,"Please...
"
L370736,L370736,u2004,m130,CLARA,"No...
"
L370735,L370735,u2010,m130,MARTY,"Please...
"
L370734,L370734,u2004,m130,CLARA,"No...
"
L370733,L370733,u2010,m130,MARTY,"I just wanna kiss, that's all.
"
L370732,L370732,u2004,m130,CLARA,"Marty...
"
L370731,L370731,u2010,m130,MARTY,"I like you. I like you. I been telling you all night, I like you...
"
L370730,L370730,u2004,m130,CLARA,"No, Marty, please...
"
L370729,L370729,u2004,m130,CLARA,"Maybe that would be a good idea.
"
L370728,L370728,u2010,m130,MARTY,"You want me to take you home, I'll take you home.
"
L370727,L370727,u2004,m130,CLARA,"Oh, I'm fine.
"
L370726,L370726,u2010,m130,MARTY,"So I was telling you, my kid brother Nickie got married last Sunday. That was a very nice affair. And they had this statue of some woman, and they had whiskey spouting outta her mouth. I never saw anything so grand in my life.  And watta meal. I'm a butcher, so I know a good hunka steak when I see one. That was choice filet, right off the toppa the chuck. A buck eighty a pound. Of course, if you wanna cheaper cut, get rib steak. That gotta lotta waste on it, but it comes to about a buck and a quarter a pound, if it's trimmed. Listen, Clara, make yourself comfortable. You're all tense.
"
L370725,L370725,u2010,m130,MARTY,"Sure. Just take off your coat a minute.
"
L370724,L370724,u2004,m130,CLARA,"No, thank you. I don't think I should stay very long.
"
L370723,L370723,u2010,m130,MARTY,"Siddown, take off your coat. You want something to eat? We gotta whole half-chicken in the icebox.
"
L370722,L370722,u2010,m130,MARTY,"Come on inna dining room.
"
L370721,L370721,u2004,m130,CLARA,"Yes, I know.
"
L370720,L370720,u2010,m130,MARTY,"This is the kitchen.
"
L370690,L370690,u2010,m130,MARTY,"What're you talking about? You're a real likeable person. You'll make friends out there in Portchester one, two, three. You'll have people visiting you alla time. I'll come visit you. I'll borrow my brother Freddie's car, or you can call me up when you feel blue, or I'll call you up. And it's gonna be nice. Don't be so afraid.
"
L370689,L370689,u2004,m130,CLARA,"Actually, I don't make friends easily.
"
L370688,L370688,u2010,m130,MARTY,"Oh, you won't be so lonely. You'll make friends right away.
"
L370687,L370687,u2004,m130,CLARA,"I'm afraid of being lonely.
"
L370686,L370686,u2010,m130,MARTY,"I think you're kidding yourself, Clara. I used to think about moving out, you know? And that's what I used to say. ""My mother needs me."" But when you really get down to it, that ain't it at all. Actually, you need your father. You know what I mean? You're living at home, and you got your father and mother there, and you can go on like that -- being a little girl all your life.
"
L370685,L370685,u2004,m130,CLARA,"Well, that's what I was saying. My father is getting old. And we're very close. He's a wonderful man, really...
"
L370684,L370684,u2010,m130,MARTY,"Why don't you just move out to Portchester?
"
L370683,L370683,u2004,m130,CLARA,"...It's really a fine opportunity for me. But I'm not sure I want to be a department head. It's mostly executive and administrative work. Well, anyway, I told you about my father, and he depends on me a great deal, and...
"
L370657,L370657,u2004,m130,CLARA,"I really should get home, I told my father... Well, I suppose a little while longer. I wonder if there's any place around here I could put some makeup on...
"
L370656,L370656,u2010,m130,MARTY,"It's only a quarter of twelve. The clock's right over there.
"
L370655,L370655,u2004,m130,CLARA,"I really should get home...
"
L370654,L370654,u2010,m130,MARTY,"I only got about three bucks on me now, but I just live about eight blocks from here on the other side of Webster Avenue. Why don't we walk back to my house? I'll run in, pick up some dough, and let's step out somewhere.
"
L370651,L370651,u2004,m130,CLARA,"I think anything you want to do, you'll do well.
"
L370650,L370650,u2010,m130,MARTY,"Wadda you think?
"
L370646,L370646,u2010,m130,MARTY,"That's true. I do. But I'm gonna have to take outta loan inna bank eight thousand dollars. That's a big note to carry, because I have to give Mr. Gazzara a mortgage, and what I have to weigh is: will it pay off in the end more than I can make onna salary?
"
L370645,L370645,u2004,m130,CLARA,"It's my feeling that you really want to buy this shop, Marty.
"
L370644,L370644,u2010,m130,MARTY,"Well, the point is Mr. Gazzara wantsa sell his shop now, because he and his wife are lonely, and they wanna move out to California in Los Angeles and live near their married daughter. Because she's always writing them to come out there. So it's a nice little shop. I handle his books for him, so I know he has a thirty-five percent markup which is not unreasonable, and he takes home net maybe a hundred, hundred and fifty bucks a week. The point is, of course, you gotta worry about the supermarkets. There's two inna neighborhood now, and there's an A&P coming in, at least that's the rumor. Of course, mosta his trade is strictly Italian, but the younger Italian girls, they get married, and they don't stick to the old Italian dishes so much. I mean, you gotta take that into account too.
"
L370643,L370643,u2004,m130,CLARA,"I don't.
"
L370642,L370642,u2010,m130,MARTY,"Well, I wouldn't call it an elegant profession. It's in a lower social scale. People look down on butchers.
"
L370641,L370641,u2004,m130,CLARA,"There's nothing wrong with being a butcher.
"
L370640,L370640,u2010,m130,MARTY,"So then Mr. Gazzara -- he was a frienda my father -- he offered me this job in his butcher shop, and everybody pleaded with me to take it. So that's what happened. I didn't wanna be a butcher.
"
L370639,L370639,u2004,m130,CLARA,"Yes, I know.
"
L370638,L370638,u2010,m130,MARTY,"I'm a Catholic, you know, and even to think about suicide is a terrible sin.
"
L370637,L370637,u2004,m130,CLARA,"Yes, I know.
"
L370636,L370636,u2010,m130,MARTY,"...When I got outta the army, Clara, I was lost. I didn't know what I wanted to do. I was twenny-five years old, what was I gonna do, go back to my old job, forty cents an hour. I thought maybe I go to college under the G.I. Biller Rights, you know? But I wouldn't graduate till I was twenny-eight, twenny-nine years old, even if I made it in three years. And my brother Freddie wanted to get married, and I had three unmarried sisters -- in an Italian home, that's a terrible thing. And my kid brother Nickie, he's a one got married last week. So I just went to pieces. I used to walk inna streets till three, four o'clock inna mornings. My mother used to be so worried about me. My uncle Mario come over one time. He offered me a job driving his hack onna night shift. He got his own cab, you know. And God forgive me for what I'm gonna say now, but I used to thinka doing away with myself. I used to stand sometimes in the subway, and God forgive me what I'm going to say, I used to feel the tracks sucking me down under the wheels.
"
L370626,L370626,u2004,m130,CLARA,"Thank you.
"
L370625,L370625,u2010,m130,MARTY,"You gotta real nice face, you know? It's really a nice face.
"
L370615,L370615,u2010,m130,MARTY,"Benjamin Franklin, where's that? Brooklyn? I went to Theodore Roosevelt right up here on Fordham Road. It's right arounna corner from my house. I have a cousin who's a teacher. He teaches Latin. He lives in Chicago. He was studying to be a Jesuit, but he gave it up after his first vows.
"
L370614,L370614,u2004,m130,CLARA,"Benjamin Franklin High School.
"
L370613,L370613,u2010,m130,MARTY,"...you teach chemistry? That's funny. Where? What school?
"
L370612,L370612,u2010,m130,MARTY,"I'm thirty-four.
"
L370611,L370611,u2004,m130,CLARA,"I'm twenty-nine years old. How old are you?
"
L370609,L370609,u2010,m130,MARTY,"I don't know either. I think I'm a very nice guy. I also think I'm a pretty smart guy in my own way.
"
L370608,L370608,u2004,m130,CLARA,"You're a very nice guy, and I don't know why some girl hasn't grabbed you off long ago.
"
L370607,L370607,u2010,m130,MARTY,"So there you are. So I guess I'm not such a dog as I think I am.
"
L370606,L370606,u2004,m130,CLARA,"I'm having a very good time, too.
"
L370605,L370605,u2010,m130,MARTY,"Oh, I cry all the time, any little thing. My brothers, my brother-in- laws, they're always telling me what a goodhearted guy I am. Well, you don't get goodhearted by accident. You get kicked around long enough, you get to be a real professor of pain. I know exactly how you feel. And I also want you to know I'm having a very good time with you now and really enjoying myself. So you see, you're not such a dog as you think you are.
"
L370604,L370604,u2004,m130,CLARA,"This is something recent with me, this bursting into tears at the least thing.
"
L370603,L370603,u2010,m130,MARTY,"I cry a lot too. I'm a big cryer.
"
L370602,L370602,u2004,m130,CLARA,"Well, the last time I was up here, that's where I sat. I sat there for an hour and a half, without moving a muscle. Now and then, some fellow would sort of walk up to me and then change his mind. I'll never forget just sitting there for an hour and a half with my hands in my lap. Then I began to cry, and I had to get up and go home.
"
L370601,L370601,u2010,m130,MARTY,"Yeah.
"
L370600,L370600,u2004,m130,CLARA,"I was up here twice before. Once with a friend of mine and once I came up alone. The last time... do you see that girl in the gray dress sitting over there?
"
L370599,L370599,u2010,m130,MARTY,"You come up here often?
"
L370785,L370785,u2004,m130,CLARA,"Goodnight, Mrs. Pilletti.
"
L370781,L370781,u2004,m130,CLARA,"It was very nice meeting you, Mrs. Pilletti. I hope I'll see you again.
"
L370778,L370778,u2004,m130,CLARA,"It's silly of me to argue about it. I don't know the people involved.
"
L370776,L370776,u2004,m130,CLARA,"I don't think a mother should depend so much upon her children for her rewards in life.
"
L370774,L370774,u2004,m130,CLARA,"Well, I don't know the people, of course, but as a rule, I don't think a mother-in-law should live with a young couple.
"
L370772,L370772,u2004,m130,CLARA,"You mustn't feel too harshly against her daughter-in-law. She also wants to have a house to clean and a family to cook for.
"
L370770,L370770,u2004,m130,CLARA,"Couldn't she find some sort of hobby to fill out her time?
"
L370768,L370768,u2004,m130,CLARA,"No, thank you, really, Mrs. Pilletti.
"
L370759,L370759,u2004,m130,CLARA,"No, Mrs. Pilletti. We were just going home. Thank you very much anyway.
"
L370529,L370529,u2010,m130,MARTY,"You can't just walk off onna girl like that.
"
L370527,L370527,u2010,m130,MARTY,"Are you kidding?
"
L370525,L370525,u2010,m130,MARTY,"What?
"
L370523,L370523,u2010,m130,MARTY,"I'm stag.
"
L370521,L370521,u2010,m130,MARTY,"You say something?
"
L370862,L370862,u2010,m130,MARTY,"Sure. This girl said...
"
L370860,L370860,u2010,m130,MARTY,"Well, I understand the problem about the supermarkets, but I was talking to this girl last night, and she made the point that a likeable personality is a valuable business asset.
"
L370857,L370857,u2010,m130,MARTY,"Well, you see, Thomas I figure the big problem is the supermarkets. But Patsy's shop, that's a specialized trade. The supermarkets don't carry Italian meat.
"
L370854,L370854,u2010,m130,MARTY,"No, I don't know. That's why I'm asking you.
"
L370852,L370852,u2010,m130,MARTY,"Tommy, gimme a coupla minutes, because I promised Mr. Gazzara I'd let him know tomorrow. See, what I wanna know, Tom, if a buncha individual retail merchants get together, how does it operate? On individual mark- ups? You know what I mean? Say I'm the butcher and Aldo Capelli, he's the dairyman and grocer, so suppose I mark up thirty-five percent, but he works on forty, so...
"
L370837,L370837,u2010,m130,MARTY,"Boy, beautiful day, hey, Thomas?
"
L370446,L370446,u2010,m130,MARTY,"Don't worry about it.
"
L370444,L370444,u2010,m130,MARTY,"All right, I'll see you, Thomas, because he wants an answer by Monday.
"
L370441,L370441,u2010,m130,MARTY,"You're the accountant inna family, and I figure you might know about these things. My boss wantsa sell his shop to me. His kids are all married, you know, and he and his wife live alone, and they wanna move out to California where his daughter lives, so he wantsa sell his shop. He wants five thousand dollars down, although I think I can knock him downa four...
"
L370439,L370439,u2010,m130,MARTY,"Tommy, before you go, I wonder if you gimme a little advice.
"
L370948,L370948,u2010,m130,MARTY,"I don't know, Ma. I'm all knocked out. I think I'll just hang arounna house and watch...
"
L370899,L370899,u2010,m130,MARTY,"Well, let's not get inna fight about it, Ma.
"
L370897,L370897,u2010,m130,MARTY,"What didn't you like about her?
"
L370895,L370895,u2010,m130,MARTY,"You don't like her. You only met her for two minutes.
"
L370892,L370892,u2010,m130,MARTY,"What are you talking about? She's a nice girl.
"
L370890,L370890,u2010,m130,MARTY,"I don't know. I don't think so.
"
L370887,L370887,u2010,m130,MARTY,"What, Ma?
"
L370885,L370885,u2010,m130,MARTY,"She's twenty-nine, Ma.
"
L370883,L370883,u2010,m130,MARTY,"I heard you, Ma.
"
L370878,L370878,u2010,m130,MARTY,"Hello, Ma, waddaya say, it's getting a little late.
"
L370783,L370783,u2010,m130,MARTY,"All right, Ma. I'll be back in about an hour, an hour anna half.
"
L370779,L370779,u2010,m130,MARTY,"Ma, I'm gonna take her home now. It's getting late, and the buses only run about one an hour.
"
L370767,L370767,u2010,m130,MARTY,"I offered her, Ma, she don't want nothing.
"
L370765,L370765,u2010,m130,MARTY,"Might as well siddown a minute, Clara.
"
L370763,L370763,u2010,m130,MARTY,"Oh, she's coming, eh, Ma?
"
L370761,L370761,u2010,m130,MARTY,"How'd you come home, Ma? Thomas give you a ride?
"
L370757,L370757,u2010,m130,MARTY,"We just got here about fifteen minutes ago. Ma, I want you to meet Miss Clara Snyder. She's graduate of New York University. She teaches chemistry in Benjamin Franklin High School.
"
L370476,L370476,u2010,m130,MARTY,"Ma! Leave me alone!
"
L370474,L370474,u2010,m130,MARTY,"I'm ugly... I'm ugly! I'm UGLY!
"
L370472,L370472,u2010,m130,MARTY,"Blue suit, gray suit, I'm still a fat man. A fat ugly man.
"
L370470,L370470,u2010,m130,MARTY,"So I'll die without a son.
"
L370468,L370468,u2010,m130,MARTY,"Ma, I'm gonna stay home and watch Jackie Gleason.
"
L370466,L370466,u2010,m130,MARTY,"Sooner or later, there comes a point in a man's life when he gotta face some facts, and one fact I gotta face is that whatever it is that women like, I ain't got it. I chased enough girls in my life. I went to enough dances. I got hurt enough. I don't wanna get hurt no more. I just called a girl just now, and I got a real brush-off, boy. I figured I was past the point of being hurt, but that hurt. Some stupid woman who I didn't even wanna call up. She gave me the brush. I don't wanna go to the Stardust Ballroom because all that ever happened to me there was girls made me feel like I was a bug. I got feelings, you know. I had enough pain. No, thank you.
"
